,com_code,Nom,population,forêt,K2,densité population,densité de foret,temperature,humidity,weather_description,code_dep
305,83069,Hyères,55990,10308675,"124,894636",448,82539,"20,22",45,clear sky,83
306,83118,Saint-Raphaël,36548,19457367,"86,37461029",423,225267,"24,65",36,clear sky,83
307,83126,La Seyne-sur-Mer,63494,0,"22,03791041",2881,0,"19,52",57,clear sky,83
308,83129,Six-Fours-les-Plages,36716,220904,"25,0598691",1465,8815,"19,22",57,clear sky,83
309,83137,Toulon,182244,683705,"41,33830246",4409,16539,"19,74",54,clear sky,83
310,83144,La Valette-du-Var,24200,0,"14,45394373",1674,0,"19,47",53,clear sky,83
311,84007,Avignon,91878,15142,"62,59116643",1468,242,"18,26",47,clear sky,84
312,84031,Carpentras,31459,13632,"36,63259695",859,372,"16,91",62,clear sky,84
313,84035,Cavaillon,26298,0,"44,15361085",596,0,"18,71",45,clear sky,84
314,84054,L'Isle-sur-la-Sorgue,20467,0,"43,02126662",476,0,"17,97",45,clear sky,84
315,84087,Orange,29545,6850,"72,2738311",409,95,"21,09",65,clear sky,84
316,84089,Pertuis,20289,0,"56,62606312",358,0,"21,31",52,clear sky,84
317,85047,Challans,23257,0,"70,02658973",332,0,"18,85",78,broken clouds,85
318,85146,Montaigu-Vendée,21241,0,"3,279069337",6478,0,"18,57",80,overcast clouds,85
319,85191,La Roche-sur-Yon,57824,0,"93,38957552",619,0,"17,15",82,overcast clouds,85
320,85194,Les Sables-d'Olonne,49766,0,"9,312851843",5344,0,"18,44",78,broken clouds,85
321,86066,Châtellerault,31989,0,"55,34913304",578,0,"19,21",77,overcast clouds,86
322,86194,Poitiers,92513,18678,"44,97416858",2057,415,"19,23",63,clear sky,86
323,87085,Limoges,131770,0,"82,21769535",1603,0,"16,31",67,overcast clouds,87
324,88160,Épinal,33633,352456,"66,90552259",503,5268,"14,75",67,overcast clouds,88
325,89024,Auxerre,35910,19548,"55,11515497",652,355,"14,93",78,overcast clouds,89
326,89387,Sens,27552,0,"24,62470216",1119,0,"14,56",85,overcast clouds,89
327,90010,Belfort,45907,40440,"18,97422841",2419,2131,"16,17",74,overcast clouds,90
328,91027,Athis-Mons,36527,0,"9,891355895",3693,0,"18,34",70,broken clouds,91
329,91103,Brétigny-sur-Orge,27469,14100,"16,70734516",1644,844,"18,01",71,broken clouds,91
330,91114,Brunoy,25840,0,"7,572730913",3412,0,"18,32",70,broken clouds,91
331,91161,Chilly-Mazarin,20053,0,"6,511807043",3079,0,"17,96",70,broken clouds,91
332,91174,Corbeil-Essonnes,52957,0,"12,61724077",4197,0,"18,25",70,few clouds,91
333,91201,Draveil,29413,166054,"18,26842032",1610,9090,"18,2",70,broken clouds,91
334,91223,Étampes,26721,0,"52,17511189",512,0,"17,99",78,overcast clouds,91
335,91228,Évry-Courcouronnes,66517,0,"9,791836383",6793,0,"18,23",69,broken clouds,91
336,91272,Gif-sur-Yvette,22913,19761,"13,62199283",1682,1451,"17,31",73,broken clouds,91
337,91286,Grigny,27337,6654,"5,749798312",4754,1157,"18,05",70,broken clouds,91
338,91345,Longjumeau,20750,0,"5,555049846",3735,0,"18,17",71,broken clouds,91
339,91377,Massy,51307,0,"10,78171666",4759,0,"17,84",70,broken clouds,91
340,91421,Montgeron,24074,182272,"12,81890372",1878,14219,"18,09",69,broken clouds,91
341,91434,Morsang-sur-Orge,20954,0,"5,004403147",4187,0,"18,22",70,broken clouds,91
342,91477,Palaiseau,35195,0,"13,43648661",2619,0,"17,84",71,broken clouds,91
343,91521,Ris-Orangis,30017,0,"9,596244516",3128,0,"18,11",69,broken clouds,91
344,91549,Sainte-Geneviève-des-Bois,36143,45810,"10,73350714",3367,4268,"17,98",71,broken clouds,91
345,91570,Saint-Michel-sur-Orge,21585,14910,"6,061628693",3561,2460,"18,06",71,broken clouds,91
346,91589,Savigny-sur-Orge,37631,33269,"8,05312817",4673,4131,"18,18",70,broken clouds,91
347,91657,Vigneux-sur-Seine,31181,0,"10,29438256",3029,0,"18,38",70,broken clouds,91
348,91687,Viry-Châtillon,31245,0,"7,047818893",4433,0,"18,3",70,broken clouds,91
349,91691,Yerres,28951,2554,"11,40529304",2538,224,"18,24",69,broken clouds,91
350,91692,Les Ulis,25375,0,"6,170728675",4112,0,"17,26",71,broken clouds,91
351,92002,Antony,63991,0,"11,04193403",5795,0,"18,08",70,broken clouds,92
352,92004,Asnières-sur-Seine,90359,0,"5,571762073",16217,0,"18,66",70,broken clouds,92
353,92007,Bagneux,43874,2079,"4,779565666",9179,435,"17,77",70,broken clouds,92
354,92009,Bois-Colombes,30029,0,"2,253798851",13324,0,"18,1",71,broken clouds,92
355,92012,Boulogne-Billancourt,120954,0,"7,084597779",17073,0,"18,15",70,broken clouds,92
356,92014,Bourg-la-Reine,21116,0,"2,145360956",9843,0,"18,07",70,broken clouds,92
357,92019,Châtenay-Malabry,35294,106536,"7,335430779",4811,14523,"17,61",70,broken clouds,92
358,92020,Châtillon,37068,11384,"3,380440268",10965,3368,"17,87",70,broken clouds,92
359,92022,Chaville,20284,7866,"4,08595354",4964,1925,"17,71",70,broken clouds,92
360,92023,Clamart,55019,172061,"10,09400278",5451,17046,18,68,broken clouds,92
361,92024,Clichy,65095,0,"3,558280484",18294,0,"18,15",70,broken clouds,92
362,92025,Colombes,89421,0,"9,036863139",9895,0,"18,08",71,broken clouds,92
363,92026,Courbevoie,82145,0,"4,826721443",17019,0,"18,09",70,broken clouds,92
364,92032,Fontenay-aux-Roses,24968,0,"2,916904112",8560,0,"17,73",70,broken clouds,92
365,92035,La Garenne-Colombes,30193,0,"2,030760244",14868,0,"18,04",71,broken clouds,92
366,92036,Gennevilliers,49647,0,"13,453898",3690,0,"18,74",70,broken clouds,92
367,92040,Issy-les-Moulineaux,69282,0,"4,886579694",14178,0,"17,97",71,broken clouds,92
368,92044,Levallois-Perret,68535,0,"2,795302353",24518,0,"18,17",71,broken clouds,92
369,92046,Malakoff,30470,0,"2,393530941",12730,0,"17,96",71,broken clouds,92
370,92048,Meudon,47015,247485,"11,43689107",4111,21639,"17,59",70,broken clouds,92
371,92049,Montrouge,47922,0,"2,382463872",20114,0,"17,95",71,broken clouds,92
372,92050,Nanterre,97995,0,"14,16695314",6917,0,"18,01",71,broken clouds,92
373,92051,Neuilly-sur-Seine,60259,0,"4,288900813",14050,0,"18,09",70,broken clouds,92
374,92060,Le Plessis-Robinson,29390,0,"3,948312378",7444,0,"17,56",70,broken clouds,92
375,92062,Puteaux,43921,0,"3,674874281",11952,0,"18,09",70,broken clouds,92
376,92063,Rueil-Malmaison,79580,115025,"16,7543669",4750,6865,"17,98",71,broken clouds,92
377,92064,Saint-Cloud,30252,0,"8,689780747",3481,0,"17,72",70,broken clouds,92
378,92071,Sceaux,20817,0,"4,156847759",5008,0,"17,9",70,broken clouds,92
379,92072,Sèvres,22949,326524,"4,564522106",5028,71535,"17,67",70,broken clouds,92
380,92073,Suresnes,49631,0,"4,382621564",11325,0,"18,18",70,broken clouds,92
381,92075,Vanves,28303,0,"1,766562007",16022,0,"18,23",70,broken clouds,92
382,92078,Villeneuve-la-Garenne,25436,0,"3,682858398",6907,0,"18,18",71,broken clouds,92
383,93001,Aubervilliers,90259,0,"6,702426517",13467,0,"18,91",62,scattered clouds,93
384,93005,Aulnay-sous-Bois,86522,0,"18,71546407",4623,0,"18,17",74,overcast clouds,93
385,93006,Bagnolet,39493,0,"2,958509141",13349,0,"17,93",70,broken clouds,93
386,93007,Le Blanc-Mesnil,58396,0,"9,408190049",6207,0,"18,16",72,overcast clouds,93
387,93008,Bobigny,55191,0,"7,811561776",7065,0,"18,14",72,overcast clouds,93
388,93010,Bondy,53067,0,"6,349489594",8358,0,"18,17",71,overcast clouds,93
389,93014,Clichy-sous-Bois,29806,0,"4,606787255",6470,0,"17,89",74,overcast clouds,93
390,93027,La Courneuve,47289,0,"8,676091716",5450,0,"18,17",71,overcast clouds,93
391,93029,Drancy,71619,0,"9,01691751",7943,0,"18,14",72,overcast clouds,93
392,93031,Épinay-sur-Seine,53637,0,"5,321720262",10079,0,"18,13",71,overcast clouds,93
393,93032,Gagny,40428,0,"8,033358338",5033,0,"19,12",61,scattered clouds,93
394,93045,Les Lilas,23589,0,"1,468559785",16063,0,"17,69",70,broken clouds,93
395,93046,Livry-Gargan,46218,0,"8,484239901",5448,0,"17,82",74,overcast clouds,93
396,93047,Montfermeil,28100,0,"6,265505335",4485,0,"17,82",74,overcast clouds,93
397,93048,Montreuil,112027,7443,"10,27741224",10900,724,"18,02",70,broken clouds,93
398,93049,Neuilly-Plaisance,21538,0,"3,966228325",5430,0,"18,12",69,broken clouds,93
399,93050,Neuilly-sur-Marne,37639,0,"8,082282223",4657,0,"18,38",69,broken clouds,93
400,93051,Noisy-le-Grand,70774,0,"15,03699982",4707,0,"18,11",74,overcast clouds,93
401,93053,Noisy-le-Sec,46229,0,"5,785485345",7991,0,"18,14",71,overcast clouds,93
402,93055,Pantin,60959,0,"5,823060251",10469,0,"18,12",70,broken clouds,93
403,93057,Les Pavillons-sous-Bois,24268,0,"3,35118633",7242,0,"18,05",71,overcast clouds,93
404,93059,Pierrefitte-sur-Seine,32426,0,"3,97315686",8161,0,"18,03",71,overcast clouds,93
405,93063,Romainville,33343,0,"4,001659687",8332,0,"17,72",70,broken clouds,93
406,93064,Rosny-sous-Bois,45857,0,"6,829125051",6715,0,"17,96",69,broken clouds,93
407,93066,Saint-Denis,114782,0,"14,36350075",7991,0,"18,3",71,broken clouds,93
408,93070,Saint-Ouen-sur-Seine,53320,0,"4,943995685",10785,0,"18,65",68,broken clouds,93
409,93071,Sevran,52002,0,"8,446065836",6157,0,"18,14",74,overcast clouds,93
410,93072,Stains,40443,0,"6,251914265",6469,0,"18,99",62,scattered clouds,93
411,93073,Tremblay-en-France,37464,0,"26,2832725",1425,0,"18,11",79,overcast clouds,93
412,93077,Villemomble,30514,0,"4,721100673",6463,0,"18,07",71,overcast clouds,93
413,93078,Villepinte,38798,0,"12,05395768",3219,0,"19,2",56,scattered clouds,93
414,94002,Alfortville,45195,0,"4,260647222",10608,0,"18,56",69,broken clouds,94
415,94003,Arcueil,21671,0,"2,712616675",7989,0,"18,38",70,broken clouds,94
416,94016,Cachan,30873,0,"3,192535156",9670,0,"18,07",70,broken clouds,94
417,94017,Champigny-sur-Marne,78031,0,"13,07316968",5969,0,"18,53",69,broken clouds,94
418,94018,Charenton-le-Pont,29628,0,"2,117634755",13991,0,"18,22",69,broken clouds,94
419,94021,Chevilly-Larue,20398,0,"4,855765001",4201,0,"17,98",70,broken clouds,94
420,94022,Choisy-le-Roi,46336,0,"6,218031343",7452,0,"18,35",69,broken clouds,94
421,94028,Créteil,93414,0,"13,1844534",7085,0,"18,33",69,broken clouds,94
422,94033,Fontenay-sous-Bois,52232,0,"6,430281951",8123,0,"18,04",69,broken clouds,94
423,94034,Fresnes,28904,1296,"4,069226678",7103,318,"18,13",70,broken clouds,94
424,94038,L'Haÿ-les-Roses,31603,0,"4,482026887",7051,0,"18,07",70,broken clouds,94
425,94041,Ivry-sur-Seine,64236,0,"7,067649571",9089,0,"18,61",67,broken clouds,94
426,94042,Joinville-le-Pont,20567,0,"2,577405164",7980,0,"18,3",69,broken clouds,94
427,94043,Le Kremlin-Bicêtre,24492,0,"1,761191788",13906,0,"18,11",70,broken clouds,94
428,94044,Limeil-Brévannes,28104,0,"8,014209432",3507,0,"18,21",69,broken clouds,94
429,94046,Maisons-Alfort,58355,0,"6,173006618",9453,0,"18,31",69,broken clouds,94
430,94052,Nogent-sur-Marne,33718,0,"3,239421762",10409,0,"18,02",69,broken clouds,94
431,94054,Orly,24657,0,"7,658790827",3219,0,"18,62",69,broken clouds,94
432,94058,Le Perreux-sur-Marne,34511,0,"4,583156365",7530,0,"18,18",69,broken clouds,94
433,94059,Le Plessis-Trévise,20327,0,"4,989042517",4074,0,"17,91",69,broken clouds,94
434,94067,Saint-Mandé,21377,5220,"1,040849676",20538,5015,"18,39",69,broken clouds,94
435,94068,Saint-Maur-des-Fossés,76303,0,"12,92202005",5905,0,"18,31",69,broken clouds,94
436,94071,Sucy-en-Brie,27926,207415,"11,94871753",2337,17359,"18,22",69,broken clouds,94
437,94073,Thiais,31300,0,"7,429963976",4213,0,"18,19",70,broken clouds,94
438,94076,Villejuif,57995,0,"6,127683604",9464,0,"18,18",69,broken clouds,94
439,94077,Villeneuve-le-Roi,21211,0,"9,735853913",2179,0,"18,32",70,broken clouds,94
440,94078,Villeneuve-Saint-Georges,35596,0,"9,282951541",3835,0,"18,39",69,broken clouds,94
441,94079,Villiers-sur-Marne,30818,0,"5,008392417",6153,0,"17,97",69,broken clouds,94
442,94080,Vincennes,49256,0,"2,210487552",22283,0,"18,14",70,broken clouds,94
443,94081,Vitry-sur-Seine,96706,0,"13,42420551",7204,0,"18,68",67,broken clouds,94
444,95018,Argenteuil,107667,0,"20,187643",5333,0,"18,28",72,broken clouds,95
445,95063,Bezons,32122,0,"4,835409422",6643,0,"18,11",72,broken clouds,95
446,95127,Cergy,68778,0,"16,85792299",4080,0,"18,22",71,overcast clouds,95
447,95176,Cormeilles-en-Parisis,26985,0,"9,860429618",2737,0,"17,81",71,clear sky,95
448,95197,Deuil-la-Barre,22705,0,"4,323227713",5252,0,"18,02",71,overcast clouds,95
449,95203,Eaubonne,25670,0,"5,100576171",5033,0,"17,97",72,overcast clouds,95
450,95219,Ermont,29205,0,"4,882266993",5982,0,"17,97",71,clear sky,95
451,95252,Franconville,37661,0,"7,229475903",5209,0,"17,9",68,clear sky,95
452,95268,Garges-lès-Gonesse,42924,0,"6,307780602",6805,0,"18,14",71,overcast clouds,95
453,95277,Gonesse,26077,0,"23,55235635",1107,0,"18,06",74,overcast clouds,95
454,95280,Goussainville,30834,0,"13,30886445",2317,0,"18,79",64,scattered clouds,95
455,95306,Herblay-sur-Seine,31873,0,"14,65961462",2174,0,"17,84",72,clear sky,95
456,95424,Montigny-lès-Cormeilles,22720,0,"4,694545107",4840,0,"17,83",72,clear sky,95
457,95428,Montmorency,22114,0,"6,064933734",3646,0,"17,85",72,overcast clouds,95
458,95500,Pontoise,31806,0,"8,34026524",3814,0,"17,88",72,clear sky,95
459,95555,Saint-Gratien,20983,0,"3,18758753",6583,0,"18,08",68,overcast clouds,95
460,95572,Saint-Ouen-l'Aumône,25130,0,"16,24662154",1547,0,"18,09",72,clear sky,95
461,95582,Sannois,27116,0,"5,494181601",4935,0,"17,78",72,overcast clouds,95
462,95585,Sarcelles,58664,0,"9,711780592",6040,0,"18,06",76,overcast clouds,95
463,95607,Taverny,27196,57204,"12,10675494",2246,4725,"17,79",72,clear sky,95
464,95680,Villiers-le-Bel,28954,0,"8,496823189",3408,0,"17,84",74,overcast clouds,95
