com_code;code postal;Nom;com pos;lat;lon;population;forêt;K2;densité popopulation;densité de foret;temperature;humidity;weather_description;market;nb_hop;log moy;log min;log max
92024;92110;Clichy;92110-Clichy;48,90353591;2,305752305;65095;0;3,558280484;18294;0;18;70;broken clouds;1;0;2818367;1;67996000
92025;92700;Colombes;92700-Colombes;48,92251791;2,246751606;89421;0;9,036863139;9895;0;18;71;broken clouds;6;1;809624;1000;12289266
92026;92400;Courbevoie;92400-Courbevoie;48,89845048;2,255705873;82145;0;4,826721443;17019;0;18;70;broken clouds;12;0;3513357;1;82500000
92032;92260;Fontenay-aux-Roses;92260-Fontenay-aux-Roses;48,78973013;2,287234936;24968;0;2,916904112;8560;0;18;70;broken clouds;4;0;306765;100;1240000
92035;92250;La Garenne-Colombes;92250-La Garenne-Colombes;48,90675771;2,244646041;30193;0;2,030760244;14868;0;18;71;broken clouds;1;0;521887;10000;4688617
92036;92230;Gennevilliers;92230-Gennevilliers;48,93451905;2,29384988;49647;0;13,453898;3690;0;19;70;broken clouds;5;0;1371767;10000;38000000
92040;92130;Issy-les-Moulineaux;92130-Issy-les-Moulineaux;48,82347434;2,264498233;69282;0;4,886579694;14178;0;18;71;broken clouds;15;0;630111;2700;69480000
92044;92300;Levallois-Perret;92300-Levallois-Perret;48,89507167;2,286882681;68535;0;2,795302353;24518;0;18;71;broken clouds;5;0;2117814;1;85000000
92046;92240;Malakoff;92240-Malakoff;48,8169696;2,296935995;30470;0;2,393530941;12730;0;18;71;broken clouds;4;0;427698;1200;1830000
92048;92190;Meudon;92190-Meudon;48,80372758;2,226962878;47015;247485;11,43689107;4111;21639;18;70;broken clouds;20;1;583294;3000;2645986
92049;92120;Montrouge;92120-Montrouge;48,81530322;2,316489214;47922;0;2,382463872;20114;0;18;71;broken clouds;8;0;647367;1;24500000
92050;92000;Nanterre;92000-Nanterre;48,89607013;2,206713464;97995;0;14,16695314;6917;0;18;71;broken clouds;9;0;3111885;1;139480320
92051;92200;Neuilly-sur-Seine;92200-Neuilly-sur-Seine;48,88537197;2,266425847;60259;0;4,288900813;14050;0;18;70;broken clouds;1;2;2027889;7500;44851260
92060;92350;Le Plessis-Robinson;92350-Le Plessis-Robinson;48,78043836;2,26064286;29390;0;3,948312378;7444;0;18;70;broken clouds;1;1;3276864;3920;84000000
92062;92800;Puteaux;92800-Puteaux;48,8837095;2,238341783;43921;0;3,674874281;11952;0;18;70;broken clouds;20;0;13072361;1;64032852
92063;92500;Rueil-Malmaison;92500-Rueil-Malmaison;48,86918974;2,177340632;79580;115025;16,7543669;4750;6865;18;71;broken clouds;20;0;473205;1;13904609
92064;92210;Saint-Cloud;92210-Saint-Cloud;48,8428741;2,208645703;30252;0;8,689780747;3481;0;18;70;broken clouds;1;1;3023971;1;17023262
92071;92330;Sceaux;92330-Sceaux;48,77681637;2,295294145;20817;0;4,156847759;5008;0;18;70;broken clouds;1;0;2540668;1;11451412
92072;92310;Sèvres;92310-Sèvres;48,82147651;2,210522974;22949;326524;4,564522106;5028;71535;18;70;broken clouds;4;0;538436;1;3704300
92073;92150;Suresnes;92150-Suresnes;48,86984791;2,219655176;49631;0;4,382621564;11325;0;18;70;broken clouds;2;0;795278;1;25240000
92075;92170;Vanves;92170-Vanves;48,82152271;2,287394908;28303;0;1,766562007;16022;0;18;70;broken clouds;1;0;415277;2000;1950100
92078;92390;Villeneuve-la-Garenne;92390-Villeneuve-la-Garenne;48,93640619;2,324489959;25436;0;3,682858398;6907;0;18;71;broken clouds;4;0;454781;1;6800000
93001;93300;Aubervilliers;93300-Aubervilliers;48,91217226;2,384455138;90259;0;6,702426517;13467;0;19;62;scattered clouds;1;0;1742715;2;34450000
93005;93600;Aulnay-sous-Bois;93600-Aulnay-sous-Bois;48,94583844;2,493290417;86522;0;18,71546407;4623;0;18;74;overcast clouds;1;0;485616;1;14075990
93006;93170;Bagnolet;93170-Bagnolet;48,86908363;2,422740967;39493;0;2,958509141;13349;0;18;70;broken clouds;8;0;481627;1;3000000
93007;93150;Le Blanc-Mesnil;93150-Le Blanc-Mesnil;48,93954755;2,461121485;58396;0;9,408190049;6207;0;18;72;overcast clouds;0;0;798885;2;6767605
93008;93000;Bobigny;93000-Bobigny;48,90768824;2,438639827;55191;0;7,811561776;7065;0;18;72;overcast clouds;0;0;173366;7000;2600000
93010;93140;Bondy;93140-Bondy;48,90232345;2,483727694;53067;0;6,349489594;8358;0;18;71;overcast clouds;2;0;1065515;1000;19200000
93014;93390;Clichy-sous-Bois;93390-Clichy-sous-Bois;48,90762851;2,546202227;29806;0;4,606787255;6470;0;18;74;overcast clouds;5;0;1593310;7000;10500000
93027;93120;La Courneuve;93120-La Courneuve;48,93225695;2,399780648;47289;0;8,676091716;5450;0;18;71;overcast clouds;1;0;551548;3;3893028
93029;93700;Drancy;93700-Drancy;48,92342463;2,444926887;71619;0;9,01691751;7943;0;18;72;overcast clouds;0;1;1650451;5000;14745795
93031;93800;Épinay-sur-Seine;93800-Épinay-sur-Seine;48,95501321;2,314530432;53637;0;5,321720262;10079;0;18;71;overcast clouds;6;0;259454;1,2;1386000
93032;93220;Gagny;93220-Gagny;48,88207631;2,544948476;40428;0;8,033358338;5033;0;19;61;scattered clouds;1;0;1195356;10000;7204063
93045;93260;Les Lilas;93260-Les Lilas;48,88192089;2,419667821;23589;0;1,468559785;16063;0;18;70;broken clouds;2;0;500213;1400;2070000
93046;93190;Livry-Gargan;93190-Livry-Gargan;48,91976332;2,534865923;46218;0;8,484239901;5448;0;18;74;overcast clouds;0;0;279465;5500;3900000
93047;93370;Montfermeil;93370-Montfermeil;48,89826167;2,567143548;28100;0;6,265505335;4485;0;18;74;overcast clouds;0;0;618635;7000;2228000
93048;93100;Montreuil;93100-Montreuil;48,86331751;2,448162119;112027;7443;10,27741224;10900;724;18;70;broken clouds;8;0;648252;1;6234721
93049;93360;Neuilly-Plaisance;93360-Neuilly-Plaisance;48,86432879;2,510402499;21538;0;3,966228325;5430;0;18;69;broken clouds;1;0;704895;4000;3450000
93050;93330;Neuilly-sur-Marne;93330-Neuilly-sur-Marne;48,86245786;2,540002888;37639;0;8,082282223;4657;0;18;69;broken clouds;1;0;241716;8500;1000000
93051;93160;Noisy-le-Grand;93160-Noisy-le-Grand;48,83618254;2,564437368;70774;0;15,03699982;4707;0;18;74;overcast clouds;6;0;458754;5000;28100000
93053;93130;Noisy-le-Sec;93130-Noisy-le-Sec;48,89132246;2,459136474;46229;0;5,785485345;7991;0;18;71;overcast clouds;1;0;304569;8000;1265000
93055;93500;Pantin;93500-Pantin;48,89830939;2,408721475;60959;0;5,823060251;10469;0;18;70;broken clouds;11;0;738649;1;24348000
93057;93320;Les Pavillons-sous-Bois;93320-Les Pavillons-sous-Bois;48,90820603;2,502974483;24268;0;3,35118633;7242;0;18;71;overcast clouds;0;0;293896;12000;2931120
93059;93380;Pierrefitte-sur-Seine;93380-Pierrefitte-sur-Seine;48,96098334;2,363281254;32426;0;3,97315686;8161;0;18;71;overcast clouds;1;0;218501;3000;2750000
93063;93230;Romainville;93230-Romainville;48,8852119;2,437678842;33343;0;4,001659687;8332;0;18;70;broken clouds;1;0;796595;10000;6311144,5
93064;93110;Rosny-sous-Bois;93110-Rosny-sous-Bois;48,87457638;2,486340459;45857;0;6,829125051;6715;0;18;69;broken clouds;1;0;286008;700;3143225
93066;93200;Saint-Denis;93200-Saint-Denis;48,92956505;2,359242998;114782;0;14,36350075;7991;0;18;71;broken clouds;7;0;370450;6000;21612800
93070;93400;Saint-Ouen-sur-Seine;93400-Saint-Ouen-sur-Seine;48,90980658;2,332570422;53320;0;4,943995685;10785;0;19;68;broken clouds;0;0;4949112;1;78000000
93071;93270;Sevran;93270-Sevran;48,93860702;2,531240576;52002;0;8,446065836;6157;0;18;74;overcast clouds;0;0;284272;412;2500000
93072;93240;Stains;93240-Stains;48,95677757;2,385449563;40443;0;6,251914265;6469;0;19;62;scattered clouds;0;0;354527;1;9125000
93073;93290;Tremblay-en-France;93290-Tremblay-en-France;48,97843041;2,554685015;37464;0;26,2832725;1425;0;18;79;overcast clouds;0;0;338459;3500;2516490
93077;93250;Villemomble;93250-Villemomble;48,884837;2,50893406;30514;0;4,721100673;6463;0;18;71;overcast clouds;1;0;355789;5000;1450000
93078;93420;Villepinte;93420-Villepinte;48,95902025;2,536306342;38798;0;12,05395768;3219;0;19;56;scattered clouds;0;0;269283;5000;1090000
94002;94140;Alfortville;94140-Alfortville;48,79608439;2,421245932;45195;0;4,260647222;10608;0;19;69;broken clouds;0;0;681342;2500;5721358,5
94003;94110;Arcueil;94110-Arcueil;48,80588036;2,33351025;21671;0;2,712616675;7989;0;18;70;broken clouds;8;0;386375;1;2779000
94016;94230;Cachan;94230-Cachan;48,79161216;2,331533132;30873;0;3,192535156;9670;0;18;70;broken clouds;9;0;434864;100;22000000
94017;94500;Champigny-sur-Marne;94500-Champigny-sur-Marne;48,81725436;2,517098153;78031;0;13,07316968;5969;0;19;69;broken clouds;3;0;321143;1000;2299500
94018;94220;Charenton-le-Pont;94220-Charenton-le-Pont;48,8228085;2,407609155;29628;0;2,117634755;13991;0;18;69;broken clouds;8;0;562665;5000;3450000
94021;94550;Chevilly-Larue;94550-Chevilly-Larue;48,766848;2,353066112;20398;0;4,855765001;4201;0;18;70;broken clouds;3;0;361909;1;1310000
94022;94600;Choisy-le-Roi;94600-Choisy-le-Roi;48,76431512;2,417425182;46336;0;6,218031343;7452;0;18;69;broken clouds;2;0;252986;1000;1300000
94028;94000;Créteil;94000-Créteil;48,78374018;2,454635304;93414;0;13,1844534;7085;0;18;69;broken clouds;7;1;411933;1;4450000
94033;94120;Fontenay-sous-Bois;94120-Fontenay-sous-Bois;48,85110464;2,473954098;52232;0;6,430281951;8123;0;18;69;broken clouds;0;0;539191;500;8800000
94034;94260;Fresnes;94260-Fresnes;48,7571343;2,326128397;28904;1296;4,069226678;7103;318;18;70;broken clouds;3;0;470480;150;10980000
94038;94240;L'Haÿ-les-Roses;94240-L'Haÿ-les-Roses;48,77632078;2,337729156;31603;0;4,482026887;7051;0;18;70;broken clouds;4;0;354751;1;2500000
94041;94200;Ivry-sur-Seine;94200-Ivry-sur-Seine;48,81280638;2,387780236;64236;0;7,067649571;9089;0;19;67;broken clouds;9;0;927445;4000;51681136
94042;94340;Joinville-le-Pont;94340-Joinville-le-Pont;48,81936832;2,470449778;20567;0;2,577405164;7980;0;18;69;broken clouds;2;0;493652;1;2350000
94043;94270;Le Kremlin-Bicêtre;94270-Le Kremlin-Bicêtre;48,8092201;2,356579652;24492;0;1,761191788;13906;0;18;70;broken clouds;1;1;476468;7500;6000000
94044;94450;Limeil-Brévannes;94450-Limeil-Brévannes;48,74503578;2,489361844;28104;0;8,014209432;3507;0;18;69;broken clouds;0;0;254477;8000;900000
94046;94700;Maisons-Alfort;94700-Maisons-Alfort;48,80639233;2,438182489;58355;0;6,173006618;9453;0;18;69;broken clouds;1;0;389337;5000;2450000
94052;94130;Nogent-sur-Marne;94130-Nogent-sur-Marne;48,83666347;2,481667415;33718;0;3,239421762;10409;0;18;69;broken clouds;9;0;509634;2000;2640000
94054;94310;Orly;94310-Orly;48,74293201;2,39468297;24657;0;7,658790827;3219;0;19;69;broken clouds;1;0;459836;14000;17227426
94058;94170;Le Perreux-sur-Marne;94170-Le Perreux-sur-Marne;48,84239524;2,504068486;34511;0;4,583156365;7530;0;18;69;broken clouds;14;0;478028;1;2000000
94059;94420;Le Plessis-Trévise;94420-Le Plessis-Trévise;48,80601546;2,576198469;20327;0;4,989042517;4074;0;18;69;broken clouds;1;0;248694;8500;800000
94067;94160;Saint-Mandé;94160-Saint-Mandé;48,84244024;2,419219109;21377;5220;1,040849676;20538;5015;18;69;broken clouds;4;0;1393790;4000;8731450
94068;94100;Saint-Maur-des-Fossés;94100-Saint-Maur-des-Fossés;48,79906778;2,493864505;76303;0;12,92202005;5905;0;18;69;broken clouds;23;0;1588769;5000;15858515
94071;94370;Sucy-en-Brie;94370-Sucy-en-Brie;48,76564566;2,53305608;27926;207415;11,94871753;2337;17359;18;69;broken clouds;1;0;395257;1;1280000
94073;94320;Thiais;94320-Thiais;48,76078419;2,385377295;31300;0;7,429963976;4213;0;18;70;broken clouds;10;0;429798;1;2600000
94076;94800;Villejuif;94800-Villejuif;48,79285473;2,360061032;57995;0;6,127683604;9464;0;18;69;broken clouds;2;2;400738;700;3120000
94077;94290;Villeneuve-le-Roi;94290-Villeneuve-le-Roi;48,73209146;2,410374201;21211;0;9,735853913;2179;0;18;70;broken clouds;5;0;276468;1;2370000
94078;94190;Villeneuve-Saint-Georges;94190-Villeneuve-Saint-Georges;48,74138096;2,448998846;35596;0;9,282951541;3835;0;18;69;broken clouds;1;1;324448;4000;3250000
94079;94350;Villiers-sur-Marne;94350-Villiers-sur-Marne;48,82595862;2,545204833;30818;0;5,008392417;6153;0;18;69;broken clouds;2;0;333141;2800;1250000
94080;94300;Vincennes;94300-Vincennes;48,8473732;2,437986507;49256;0;2,210487552;22283;0;18;70;broken clouds;6;0;1500162;100;13100000
94081;94400;Vitry-sur-Seine;94400-Vitry-sur-Seine;48,78828283;2,394126805;96706;0;13,42420551;7204;0;19;67;broken clouds;1;0;328483;1,2;10332000
95018;95100;Argenteuil;95100-Argenteuil;48,95113446;2,24104095;107667;0;20,187643;5333;0;18;72;broken clouds;11;1;403335;1;16200000
95063;95870;Bezons;95870-Bezons;48,92598101;2,211333878;32122;0;4,835409422;6643;0;18;72;broken clouds;6;0;691726;1;12000000
95127;95000;Cergy;95000-Cergy;49,04011316;2,050821237;68778;0;16,85792299;4080;0;18;71;overcast clouds;2;0;1290564;1;5671549
95176;95240;Cormeilles-en-Parisis;95240-Cormeilles-en-Parisis;48,96822497;2,199213495;26985;0;9,860429618;2737;0;18;71;clear sky;7;0;391595;1;2921349
95197;95170;Deuil-la-Barre;95170-Deuil-la-Barre;48,97126902;2,326162901;22705;0;4,323227713;5252;0;18;71;overcast clouds;2;0;275842;2750;892000
95203;95600;Eaubonne;95600-Eaubonne;48,99099402;2,278009255;25670;0;5,100576171;5033;0;18;72;overcast clouds;8;0;402225;200;1850000
95219;95120;Ermont;95120-Ermont;48,98824217;2,256624437;29205;0;4,882266993;5982;0;18;71;clear sky;21;0;417736;8000;3800000
95252;95130;Franconville;95130-Franconville;48,98841611;2,223893206;37661;0;7,229475903;5209;0;18;68;clear sky;4;0;2075043;1;16591000
95268;95140;Garges-lès-Gonesse;95140-Garges-lès-Gonesse;48,97012313;2,405340385;42924;0;6,307780602;6805;0;18;71;overcast clouds;1;0;169050;1;1090000
95277;95500;Gonesse;95500-Gonesse;48,9864903;2,456989963;26077;0;23,55235635;1107;0;18;74;overcast clouds;6;1;347092;700;3292683
95280;95190;Goussainville;95190-Goussainville;49,02434302;2,466198489;30834;0;13,30886445;2317;0;19;64;scattered clouds;0;0;251182;2240;3000000
95306;95220;Herblay-sur-Seine;95220-Herblay-sur-Seine;49,00070028;2,149676808;31873;0;14,65961462;2174;0;18;72;clear sky;24;0;446971;1;38490000
95424;95370;Montigny-lès-Cormeilles;95370-Montigny-lès-Cormeilles;48,99380356;2,19351793;22720;0;4,694545107;4840;0;18;72;clear sky;30;0;299798;2000;800000
95428;95160;Montmorency;95160-Montmorency;48,99186434;2,321197978;22114;0;6,064933734;3646;0;18;72;overcast clouds;1;0;287697;1;1168250
95500;95000;Pontoise;95000-Pontoise;49,05137379;2,094879289;31806;0;8,34026524;3814;0;18;72;clear sky;5;0;1290564;1;5671549
95555;95210;Saint-Gratien;95210-Saint-Gratien;48,96897249;2,285180034;20983;0;3,18758753;6583;0;18;68;overcast clouds;3;0;256142;4000;1369870
95572;95310;Saint-Ouen-l'Aumône;95310-Saint-Ouen-l'Aumône;49,04416835;2,128613037;25130;0;16,24662154;1547;0;18;72;clear sky;2;0;258883;1;3990000
95582;95110;Sannois;95110-Sannois;48,97177731;2,252995141;27116;0;5,494181601;4935;0;18;72;overcast clouds;0;0;267012;6000;762000
95585;95200;Sarcelles;95200-Sarcelles;48,99022504;2,381602727;58664;0;9,711780592;6040;0;18;76;overcast clouds;2;0;656837;1;4271058
95607;95150;Taverny;95150-Taverny;49,02673162;2,221160672;27196;57204;12,10675494;2246;4725;18;72;clear sky;4;0;308224;2000;5160000
95680;95400;Villiers-le-Bel;95400-Villiers-le-Bel;49,00844942;2,40385604;28954;0;8,496823189;3408;0;18;74;overcast clouds;0;0;296889;2600;6532537
